codigo_convenio;nome_convenio;novo_com_seguro;novo_sem_seguro;refin_com_seguro;refin_sem_seguro
41281;PREFEITURA MUNICIPAL DE BELA VISTA;"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]"
41307;INSTITUTO DE PREVIDENCIA E SEGURIDA;"[{""tx"": 1.92, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.97, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.17, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.27, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.92, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.97, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.17, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.27, ""com"": 4.0, ""pz"": ""96""}]"
41316;MUNICIPIO DE ACAILANDIA;"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.48, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.58, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.23, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.48, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.58, ""com"": 4.0, ""pz"": ""96""}]"
41318;MUNICIPIO DE POSSE;"[{""tx"": 2.85, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.95, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.05, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.25, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.85, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.95, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.05, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.25, ""com"": 4.0, ""pz"": ""96""}]"
41324;MUNICIPIO DE TRINDADE;"[{""tx"": 1.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.94, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.89, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.94, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 4.0, ""pz"": ""96""}]"
41332;MUNICIPIO DE PORTO NACIONAL;"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.47, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.57, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.67, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.42, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.47, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.57, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.67, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}]"
41345;HOSPITAL DO SERVIDOR PUBLICO MUNICI;"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.25, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.45, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.55, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.2, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.25, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.35, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.45, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.55, ""com"": 4.0, ""pz"": ""96""}]"
41348;MUNICIPIO DE GASPAR;"[{""tx"": 2.86, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.91, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.01, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.21, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.86, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.91, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.01, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.21, ""com"": 4.0, ""pz"": ""96""}]"
41368;MUNICIPIO DE BLUMENAU;"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.15, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.4, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.5, ""com"": 4.0, ""pz"": ""96""}]"
41382;MUNICIPIO DE ARIQUEMES;"[{""tx"": 1.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.88, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.93, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.03, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.13, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.23, ""com"": 4.0, ""pz"": ""96""}]"
41385;MUNICIPIO DE VALPARAISO DE GOIAS;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
41389;TRINDADE PREV INST DE PREV DOS SERV;"[{""tx"": 2.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.16, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.26, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.36, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 4.0, ""pz"": ""96""}]"
41390;MUNICIPIO DE MACEIO;"[{""tx"": 4.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 4.39, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 4.49, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 4.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 4.69, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 4.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 4.39, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 4.49, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 4.59, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 4.69, ""com"": 4.0, ""pz"": ""96""}]"
41402;MUNICIPIO DE IRECE;"[{""tx"": 2.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.51, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.61, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.51, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.61, ""com"": 4.0, ""pz"": ""96""}]"
41404;MUNICIPIO DE SANTANA;"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]"
41422;PREVMMAR;"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.74, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.84, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.44, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.74, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.84, ""com"": 4.0, ""pz"": ""96""}]"
41426;INSTTITUTO DE PREVIDENCIA DO SERVID;"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.39, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.49, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.59, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 3.39, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.49, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.59, ""com"": 4.0, ""pz"": ""96""}]"
41429;MUNICIPIO DE SANTA QUITERIA;"[{""tx"": 1.98, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.08, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.28, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.98, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.08, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.28, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.38, ""com"": 4.0, ""pz"": ""96""}]"
41456;MUNICIPIO DE VARZEA GRANDE;"[{""tx"": 2.08, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.38, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.48, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.08, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.18, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.28, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.38, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.48, ""com"": 4.0, ""pz"": ""96""}]"
41458;MUNICIPIO DE ESTEIO;"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.49, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.14, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.29, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.49, ""com"": 4.0, ""pz"": ""96""}]"
41492;MUNICIPIO DE BACABAL;"[{""tx"": 2.09, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.09, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.24, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.34, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}]"
41493;FUNDO MUNICIPAL DE SAUDE DE BACABAL;"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
41507;MUNICIPIO DE SINOP;"[{""tx"": 1.84, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.89, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 1.99, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.09, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.84, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.89, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 1.99, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.09, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.19, ""com"": 4.0, ""pz"": ""96""}]"
41510;PREFEITURA MUNICIPAL DE LEME;"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.02, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.07, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.17, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.27, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.37, ""com"": 4.0, ""pz"": ""96""}]"
41514;CAMARA MUNICIPAL DE SANTOS;"[{""tx"": 2.69, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.84, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.04, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.69, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.84, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.94, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.04, ""com"": 4.0, ""pz"": ""96""}]"
41557;MUNICIPIO DE CACADOR;"[{""tx"": 1.96, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.01, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.96, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.01, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.11, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.21, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 4.0, ""pz"": ""96""}]"
41602;INSTITUTO DE PREVIDENCIA SOCIAL DOS;"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.05, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.1, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.2, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.3, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 4.0, ""pz"": ""96""}]"
41643;MUNICIPIO DE GOIANIA;"[{""tx"": 4.0, ""com"": 6.0, ""pz"": ""96""}, {""tx"": 4.05, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 4.1, ""com"": 3.0, ""pz"": ""96""}]";"[{""tx"": 4.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 4.3, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 3.47, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 3.67, ""com"": 4.0, ""pz"": ""96""}]"
41659;MUNICIPIO DE SUMARE;"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.39, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.54, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.64, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.74, ""com"": 4.0, ""pz"": ""96""}]"
41697;MUNICIPIO DE SACRAMENTO;"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.25, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.3, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.4, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.5, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.6, ""com"": 4.0, ""pz"": ""96""}]"
41698;PREFEITURA MUNICIPAL DE CAFELANDIA;"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.61, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.71, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.41, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.61, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.71, ""com"": 4.0, ""pz"": ""96""}]"
41704;PREFEITURA MUNICIPAL DE SAO MATEUS DO SUL;"[{""tx"": 1.86, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.91, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.01, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.86, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 1.91, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.01, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.11, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}]"
41712;MUNICIPIO DE ARAUCARIA;"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 4.0, ""pz"": ""96""}]"
41714;INST PREV DE S PEDRO DA ALDEIA-PREVISPA;"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.56, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.66, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.31, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.36, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.46, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.56, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.66, ""com"": 4.0, ""pz"": ""96""}]"
41717;MUNICIPIO DE IPIAU;"[{""tx"": 2.67, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.87, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.97, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.67, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.77, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.87, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.97, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 3.07, ""com"": 4.0, ""pz"": ""96""}]"
41725;MUNICIPIO DE TIANGUA;"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.16, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.21, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.31, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.41, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.51, ""com"": 4.0, ""pz"": ""96""}]"
41743;FUNDACAO DE SAUDE PUBLICA SAO CAMIL;"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 2.29, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.44, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.54, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.64, ""com"": 4.0, ""pz"": ""96""}]"
41752;MUNICIPIO DE TELEMACO BORBA;"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]";"[{""tx"": 1.99, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.04, ""com"": 4.0, ""pz"": ""96""}, {""tx"": 2.14, ""com"": 6.0, ""pz"": ""96""}]";"[{""tx"": 2.24, ""com"": 3.0, ""pz"": ""96""}, {""tx"": 2.34, ""com"": 4.0, ""pz"": ""96""}]"
